timestamp,date,sales,revenue,product_category,region,average_price,units_sold,customer_satisfaction,comments,conversion_rate,return_rate,inventory_level,marketing_spend,discount_percentage,shipping_time_days
2024-08-30,2024-08-30,94,3002.6,Books,East,30.65,94,4.0,Best purchase this year,0.039,0.074,280,289.91,0.21,2
2024-08-31,2024-08-31,117,18721.05,Home & Garden,Central,160.76,117,4.2,Best purchase this year,0.044,0.069,305,346.61,0.09,1
2024-09-01,2024-09-01,150,22526.51,Electronics,South,144.28,150,1.4,"Average product, nothing special",0.039,0.072,186,930.32,0.17,3
2024-09-02,2024-09-02,137,6501.29,Clothing,West,49.74,137,4.4,Amazing! Will buy again,0.028,0.067,299,709.37,0.23,3
2024-09-03,2024-09-03,141,10798.86,Clothing,East,76.6,141,4.4,Amazing! Will buy again,0.042,0.047,307,465.47,0.25,2
2024-09-04,2024-09-04,112,18753.87,Home & Garden,West,165.1,112,2.0,Disappointed with the quality,0.014,0.081,189,344.24,0.26,3
2024-09-05,2024-09-05,88,8242.92,Toys,South,98.18,88,3.8,Good value for money,0.028,0.019,736,128.06,0.26,1
2024-09-06,2024-09-06,180,23678.18,Electronics,West,129.05,180,4.2,Excellent service and fast delivery,0.026,0.04,311,532.58,0.17,4
2024-09-07,2024-09-07,110,54901.12,Electronics,East,476.89,110,1.1,Broke after a week of use,0.029,0.04,504,613.6,0.13,3
2024-09-08,2024-09-08,154,16155.07,Clothing,West,107.59,154,3.4,Good value for money,0.033,0.043,537,382.4,0.04,2
2024-09-09,2024-09-09,135,50420.49,Electronics,East,357.38,135,3.9,Good value for money,0.012,0.09,876,498.99,0.18,6
2024-09-10,2024-09-10,105,18617.08,Home & Garden,North,182.96,105,2.8,Shipping was delayed but product is good,0.033,0.083,989,449.97,0.01,5
2024-09-11,2024-09-11,118,5052.31,Clothing,East,41.8,118,4.1,Love it! Perfect for my needs,0.03,0.037,976,697.03,0.12,2
2024-09-12,2024-09-12,86,4113.99,Clothing,Central,47.69,86,2.2,"Average product, nothing special",0.035,0.021,689,354.97,0.0,1
2024-09-13,2024-09-13,114,5236.97,Books,East,44.69,114,3.4,Okay product but overpriced,0.049,0.044,713,157.18,0.12,6
2024-09-14,2024-09-14,125,9160.0,Home & Garden,South,71.82,125,3.6,Good value for money,0.025,0.096,119,373.35,0.28,2
2024-09-15,2024-09-15,169,47129.81,Electronics,North,290.4,169,4.8,Love it! Perfect for my needs,0.042,0.026,740,446.46,0.12,5
2024-09-16,2024-09-16,131,1969.92,Books,Central,15.07,131,2.5,Shipping was delayed but product is good,0.025,0.015,716,492.59,0.06,5
2024-09-17,2024-09-17,107,14583.52,Sports,Central,134.44,107,2.2,"Average product, nothing special",0.019,0.076,136,185.29,0.0,1
2024-09-18,2024-09-18,97,46622.15,Electronics,North,498.11,97,2.0,Not worth the price,0.047,0.057,428,886.05,0.12,3
2024-09-19,2024-09-19,98,21943.12,Electronics,East,220.01,98,2.2,Okay product but overpriced,0.033,0.016,272,466.66,0.28,3
2024-09-20,2024-09-20,104,4914.45,Clothing,North,49.44,104,2.2,Okay product but overpriced,0.016,0.026,784,114.25,0.17,3
2024-09-21,2024-09-21,127,15090.64,Home & Garden,North,121.31,127,3.9,"Product as described, satisfied",0.045,0.027,187,908.02,0.1,4
2024-09-22,2024-09-22,117,5001.94,Home & Garden,East,42.64,117,1.8,Disappointed with the quality,0.028,0.082,631,187.23,0.16,5
2024-09-23,2024-09-23,116,11835.61,Clothing,North,99.93,116,3.7,Okay product but overpriced,0.011,0.047,399,702.47,0.06,4
2024-09-24,2024-09-24,140,6148.47,Books,South,41.91,140,1.0,Disappointed with the quality,0.035,0.047,873,326.63,0.29,4
2024-09-25,2024-09-25,97,2642.49,Clothing,South,26.56,97,1.1,Broke after a week of use,0.043,0.011,691,428.58,0.18,5
2024-09-26,2024-09-26,80,7956.79,Electronics,West,98.58,80,3.1,Okay product but overpriced,0.04,0.056,480,458.28,0.01,3
2024-09-27,2024-09-27,95,8492.81,Toys,Central,88.62,95,4.4,Amazing! Will buy again,0.028,0.012,167,559.35,0.29,5
2024-09-28,2024-09-28,149,20834.53,Electronics,Central,135.21,149,3.5,Okay product but overpriced,0.036,0.013,845,809.45,0.08,5
2024-09-29,2024-09-29,118,7783.1,Electronics,West,68.15,118,2.4,"Product as described, satisfied",0.027,0.056,529,343.61,0.01,4
2024-09-30,2024-09-30,122,9220.88,Home & Garden,North,73.76,122,4.4,Mediocre at best,0.03,0.022,726,285.47,0.13,1
2024-10-01,2024-10-01,126,6965.2,Sports,Central,53.34,126,2.9,Okay product but overpriced,0.04,0.066,822,488.62,0.24,3
2024-10-02,2024-10-02,111,3362.7,Books,East,29.45,111,4.3,Love it! Perfect for my needs,0.032,0.026,520,971.27,0.23,5
2024-10-03,2024-10-03,131,35256.73,Electronics,East,260.54,131,1.2,Disappointed with the quality,0.044,0.059,277,385.53,0.08,4
2024-10-04,2024-10-04,134,15662.35,Electronics,West,121.34,134,1.9,Not worth the price,0.028,0.057,787,502.6,0.24,4
2024-10-05,2024-10-05,104,12387.25,Electronics,South,120.35,104,4.0,Okay product but overpriced,0.033,0.045,253,304.15,0.17,3
2024-10-06,2024-10-06,140,7351.41,Home & Garden,North,50.72,140,2.0,"Average product, nothing special",0.03,0.098,399,635.54,0.03,4
2024-10-07,2024-10-07,127,62932.99,Electronics,Central,481.66,127,3.8,"Average product, nothing special",0.034,0.05,872,961.15,0.15,6
2024-10-08,2024-10-08,93,10556.47,Home & Garden,East,116.91,93,1.0,Would not recommend to others,0.02,0.056,441,503.64,0.29,3
2024-10-09,2024-10-09,95,4298.32,Home & Garden,West,44.03,95,3.3,Good value for money,0.04,0.023,614,328.28,0.07,1
2024-10-10,2024-10-10,89,17654.19,Electronics,South,189.17,89,2.2,"Average product, nothing special",0.015,0.028,628,157.64,0.26,6
2024-10-11,2024-10-11,106,27146.22,Electronics,West,252.54,106,2.7,Good value for money,0.021,0.029,688,474.6,0.05,5
2024-10-12,2024-10-12,125,22443.45,Home & Garden,South,174.56,125,3.7,Good value for money,0.015,0.073,497,950.49,0.04,4
2024-10-13,2024-10-13,139,27954.44,Home & Garden,Central,192.23,139,4.6,Mediocre at best,0.021,0.082,996,327.4,0.13,4
2024-10-14,2024-10-14,105,5841.05,Electronics,North,56.87,105,2.8,Good value for money,0.017,0.089,734,176.68,0.2,4
2024-10-15,2024-10-15,100,1055.38,Books,South,10.12,100,4.7,Amazing! Will buy again,0.039,0.079,182,562.49,0.07,2
2024-10-16,2024-10-16,141,8151.57,Sports,Central,55.38,141,1.7,Not worth the price,0.049,0.099,600,253.13,0.09,3
2024-10-17,2024-10-17,130,22122.79,Electronics,North,176.29,130,3.9,"Product as described, satisfied",0.01,0.064,924,359.14,0.06,4
2024-10-18,2024-10-18,115,12099.24,Clothing,South,107.88,115,4.8,Best purchase this year,0.047,0.051,861,507.09,0.13,1
2024-10-19,2024-10-19,102,11840.43,Home & Garden,South,116.74,102,4.1,Best purchase this year,0.037,0.067,918,116.23,0.17,5
2024-10-20,2024-10-20,118,9597.63,Home & Garden,East,78.3,118,2.9,"Product as described, satisfied",0.045,0.063,706,823.84,0.2,3
2024-10-21,2024-10-21,114,18548.63,Home & Garden,Central,164.55,114,1.4,Not worth the price,0.047,0.018,683,471.88,0.12,5
2024-10-22,2024-10-22,131,42912.65,Electronics,East,317.17,131,1.7,Disappointed with the quality,0.046,0.069,893,536.75,0.16,6
2024-10-23,2024-10-23,103,12822.67,Sports,South,125.84,103,2.6,"Product as described, satisfied",0.021,0.034,874,162.88,0.2,2
2024-10-24,2024-10-24,99,7898.2,Electronics,East,77.69,99,4.5,Best purchase this year,0.019,0.052,523,886.22,0.23,4
2024-10-25,2024-10-25,96,12301.09,Clothing,North,129.39,96,4.6,Excellent service and fast delivery,0.04,0.059,576,412.99,0.16,4
2024-10-26,2024-10-26,137,19648.27,Home & Garden,South,148.55,137,2.8,Good value for money,0.026,0.072,324,676.23,0.26,3
2024-10-27,2024-10-27,117,5662.7,Books,East,49.73,117,4.8,"Great product, highly recommend!",0.048,0.019,113,244.99,0.3,2
2024-10-28,2024-10-28,97,16928.43,Home & Garden,Central,172.72,97,2.1,"Product as described, satisfied",0.044,0.036,718,706.8,0.07,1
2024-10-29,2024-10-29,157,11652.39,Home & Garden,North,72.05,157,2.8,"Average product, nothing special",0.034,0.064,844,482.5,0.08,2
2024-10-30,2024-10-30,91,8801.83,Home & Garden,East,100.85,91,3.9,"Product as described, satisfied",0.019,0.028,471,305.0,0.18,3
2024-10-31,2024-10-31,108,12168.73,Home & Garden,South,116.69,108,4.5,"Great product, highly recommend!",0.027,0.047,132,548.18,0.17,4
2024-11-01,2024-11-01,167,6708.5,Clothing,West,38.96,167,4.8,Mediocre at best,0.015,0.055,292,154.07,0.1,1
2024-11-02,2024-11-02,117,9685.35,Clothing,North,87.05,117,4.2,Best purchase this year,0.017,0.065,403,626.94,0.09,1
2024-11-03,2024-11-03,171,23385.49,Electronics,West,134.63,171,2.1,Good value for money,0.01,0.057,645,966.58,0.18,3
2024-11-04,2024-11-04,178,32700.63,Home & Garden,East,187.02,178,1.9,Poor customer service experience,0.021,0.055,769,552.9,0.02,5
2024-11-05,2024-11-05,156,13958.15,Sports,Central,90.14,156,4.6,Best purchase this year,0.044,0.057,722,895.01,0.15,2
2024-11-06,2024-11-06,141,6534.51,Clothing,West,44.71,141,3.9,Good value for money,0.026,0.029,420,355.69,0.05,5
2024-11-07,2024-11-07,126,33596.42,Electronics,South,254.38,126,2.6,Shipping was delayed but product is good,0.013,0.018,631,639.43,0.13,3
2024-11-08,2024-11-08,196,53419.33,Electronics,North,282.45,196,1.4,Broke after a week of use,0.015,0.019,648,276.83,0.08,2
2024-11-09,2024-11-09,166,7208.19,Books,Central,44.18,166,1.8,Would not recommend to others,0.03,0.012,704,570.84,0.27,1
2024-11-10,2024-11-10,174,34996.63,Sports,West,203.19,174,1.7,"Average product, nothing special",0.02,0.034,600,470.27,0.28,1
2024-11-11,2024-11-11,193,5840.6,Toys,North,30.76,193,1.6,Would not recommend to others,0.044,0.038,692,609.8,0.14,3
2024-11-12,2024-11-12,163,4549.67,Clothing,West,26.85,163,1.2,Disappointed with the quality,0.016,0.074,493,463.19,0.04,4
2024-11-13,2024-11-13,170,43874.59,Electronics,West,264.48,170,2.9,Okay product but overpriced,0.05,0.072,857,473.36,0.23,1
2024-11-14,2024-11-14,150,21940.5,Electronics,West,141.38,150,2.4,Good value for money,0.036,0.074,627,421.52,0.17,3
2024-11-15,2024-11-15,130,61817.3,Electronics,West,496.76,130,4.5,Mediocre at best,0.022,0.069,396,452.31,0.08,3
2024-11-16,2024-11-16,187,29230.71,Home & Garden,North,149.67,187,1.2,Disappointed with the quality,0.03,0.063,928,144.24,0.17,6
2024-11-17,2024-11-17,148,67289.72,Electronics,Central,444.33,148,4.7,Amazing! Will buy again,0.036,0.05,140,928.1,0.14,1
2024-11-18,2024-11-18,138,10730.99,Clothing,North,80.05,138,1.3,Not worth the price,0.033,0.066,555,835.39,0.26,4
2024-11-19,2024-11-19,173,63185.16,Electronics,East,362.85,173,3.6,"Product as described, satisfied",0.024,0.093,220,704.36,0.0,6
2024-11-20,2024-11-20,158,14461.09,Electronics,Central,92.7,158,1.9,Broke after a week of use,0.033,0.05,130,387.69,0.24,5
2024-11-21,2024-11-21,136,14262.63,Clothing,East,109.25,136,2.1,Shipping was delayed but product is good,0.043,0.098,544,108.73,0.04,2
2024-11-22,2024-11-22,227,7505.68,Home & Garden,Central,33.52,227,4.7,Love it! Perfect for my needs,0.041,0.078,646,664.11,0.19,4
2024-11-23,2024-11-23,177,35935.55,Home & Garden,East,197.55,177,4.5,Best purchase this year,0.019,0.018,534,562.67,0.25,3
2024-11-24,2024-11-24,164,19056.19,Home & Garden,Central,114.87,164,4.3,Love it! Perfect for my needs,0.016,0.063,634,247.77,0.04,6
2024-11-25,2024-11-25,154,9541.41,Home & Garden,West,60.94,154,3.4,Shipping was delayed but product is good,0.036,0.018,904,450.34,0.09,3
2024-11-26,2024-11-26,198,34055.12,Home & Garden,North,175.44,198,4.5,"Great product, highly recommend!",0.041,0.094,321,619.26,0.08,5
2024-11-27,2024-11-27,159,47505.26,Electronics,South,304.17,159,3.6,Shipping was delayed but product is good,0.044,0.065,867,338.14,0.16,3
2024-11-28,2024-11-28,148,44892.56,Electronics,West,300.57,148,3.9,Okay product but overpriced,0.033,0.016,204,636.83,0.08,1
2024-11-29,2024-11-29,180,22035.31,Home & Garden,West,119.78,180,3.6,"Product as described, satisfied",0.023,0.078,683,673.7,0.17,1
2024-11-30,2024-11-30,211,14317.8,Clothing,West,65.77,211,3.4,"Average product, nothing special",0.02,0.028,406,528.91,0.09,4
2024-12-01,2024-12-01,157,80248.16,Electronics,West,489.97,157,4.7,Love it! Perfect for my needs,0.031,0.075,492,667.03,0.1,2
2024-12-02,2024-12-02,192,20606.17,Home & Garden,East,109.66,192,2.5,Good value for money,0.013,0.015,328,166.82,0.03,5
2024-12-03,2024-12-03,151,54269.28,Electronics,East,346.52,151,2.9,Okay product but overpriced,0.022,0.057,443,607.87,0.03,6
2024-12-04,2024-12-04,164,13375.22,Home & Garden,East,82.68,164,4.3,Mediocre at best,0.028,0.075,196,861.51,0.22,2
2024-12-05,2024-12-05,165,30963.02,Electronics,South,192.33,165,2.8,"Average product, nothing special",0.011,0.046,614,957.81,0.16,5
2024-12-06,2024-12-06,178,4903.52,Home & Garden,West,27.34,178,4.8,Mediocre at best,0.044,0.031,298,281.06,0.28,6
2024-12-07,2024-12-07,166,11250.92,Clothing,North,68.02,166,2.0,Good value for money,0.03,0.013,218,897.93,0.23,3
2024-12-08,2024-12-08,248,22087.09,Home & Garden,North,86.6,248,4.1,"Great product, highly recommend!",0.039,0.028,404,522.86,0.1,5
2024-12-09,2024-12-09,143,16815.27,Electronics,North,112.2,143,1.9,Poor customer service experience,0.034,0.049,163,539.09,0.21,4
2024-12-10,2024-12-10,168,15781.99,Sports,South,90.01,168,2.5,"Average product, nothing special",0.033,0.081,391,744.55,0.04,2
2024-12-11,2024-12-11,156,66156.04,Electronics,North,415.05,156,4.8,Best purchase this year,0.031,0.059,514,393.3,0.14,4
2024-12-12,2024-12-12,184,18045.28,Toys,Central,94.4,184,2.9,Shipping was delayed but product is good,0.036,0.091,453,965.59,0.12,4
2024-12-13,2024-12-13,160,23497.23,Clothing,East,143.33,160,3.1,Shipping was delayed but product is good,0.021,0.08,597,694.88,0.1,3
2024-12-14,2024-12-14,172,12535.17,Clothing,West,69.66,172,3.0,Good value for money,0.039,0.047,419,466.45,0.12,4
2024-12-15,2024-12-15,173,18933.94,Home & Garden,West,109.49,173,1.7,"Average product, nothing special",0.015,0.094,644,693.54,0.12,6
2024-12-16,2024-12-16,184,22872.05,Clothing,North,118.84,184,4.3,Mediocre at best,0.044,0.025,343,357.06,0.08,6
2024-12-17,2024-12-17,167,13646.67,Electronics,Central,84.24,167,1.9,"Average product, nothing special",0.042,0.061,105,486.39,0.12,1
2024-12-18,2024-12-18,194,21784.52,Clothing,East,109.78,194,1.0,"Average product, nothing special",0.048,0.083,913,114.08,0.28,5
2024-12-19,2024-12-19,176,8466.45,Sports,Central,45.99,176,3.7,Good value for money,0.033,0.095,498,639.36,0.14,6
2024-12-20,2024-12-20,204,57843.38,Electronics,South,275.5,204,3.3,Shipping was delayed but product is good,0.046,0.095,157,462.13,0.01,2
2024-12-21,2024-12-21,227,40199.7,Home & Garden,West,183.94,227,1.4,Not worth the price,0.034,0.058,339,909.51,0.28,3
2024-12-22,2024-12-22,197,21890.74,Sports,North,111.39,197,1.5,Not worth the price,0.047,0.051,761,430.46,0.01,1
2024-12-23,2024-12-23,155,22786.92,Home & Garden,Central,144.19,155,3.8,"Average product, nothing special",0.038,0.054,923,540.28,0.14,2
2024-12-24,2024-12-24,206,13866.71,Electronics,North,69.05,206,2.2,"Average product, nothing special",0.041,0.039,317,252.15,0.23,1
2024-12-25,2024-12-25,195,21982.38,Home & Garden,Central,111.25,195,4.2,Amazing! Will buy again,0.012,0.037,352,231.42,0.09,2
2024-12-26,2024-12-26,158,22519.37,Home & Garden,West,139.47,158,2.3,"Product as described, satisfied",0.022,0.059,121,171.81,0.13,6
2024-12-27,2024-12-27,222,6109.86,Clothing,Central,26.9,222,3.4,Shipping was delayed but product is good,0.043,0.046,299,560.82,0.16,4
2024-12-28,2024-12-28,237,46910.43,Home & Garden,Central,190.77,237,4.2,Best purchase this year,0.048,0.019,338,545.55,0.25,4
2024-12-29,2024-12-29,183,6321.2,Clothing,Central,33.76,183,1.7,Disappointed with the quality,0.024,0.034,414,737.49,0.11,4
2024-12-30,2024-12-30,167,69869.69,Electronics,North,412.26,167,3.9,"Average product, nothing special",0.018,0.09,654,485.85,0.05,6
2024-12-31,2024-12-31,180,7995.15,Clothing,East,43.08,180,3.8,"Product as described, satisfied",0.041,0.05,744,447.84,0.06,4
2025-01-01,2025-01-01,129,4981.27,Toys,East,37.95,129,3.2,"Average product, nothing special",0.044,0.079,152,998.58,0.23,6
2025-01-02,2025-01-02,115,14790.15,Clothing,North,130.6,115,4.5,Amazing! Will buy again,0.018,0.017,809,851.94,0.05,6
2025-01-03,2025-01-03,150,12678.46,Clothing,South,85.21,150,1.8,Not worth the price,0.021,0.055,578,825.02,0.24,4
2025-01-04,2025-01-04,138,5853.57,Clothing,West,40.89,138,1.3,Broke after a week of use,0.02,0.073,468,888.68,0.09,1
2025-01-05,2025-01-05,163,50728.09,Electronics,South,310.13,163,4.5,"Great product, highly recommend!",0.046,0.034,515,594.23,0.28,6
2025-01-06,2025-01-06,141,50561.15,Electronics,North,377.14,141,1.0,Would not recommend to others,0.028,0.054,120,718.23,0.09,4
2025-01-07,2025-01-07,152,18522.45,Electronics,Central,125.21,152,3.1,Good value for money,0.018,0.056,241,703.88,0.23,1
2025-01-08,2025-01-08,166,5309.54,Home & Garden,West,32.76,166,3.1,"Product as described, satisfied",0.031,0.093,594,624.7,0.12,6
2025-01-09,2025-01-09,165,8772.69,Clothing,West,53.53,165,4.3,Love it! Perfect for my needs,0.043,0.027,731,361.58,0.09,2
2025-01-10,2025-01-10,107,5030.84,Clothing,South,46.03,107,1.7,"Average product, nothing special",0.014,0.031,441,528.32,0.01,6
2025-01-11,2025-01-11,133,7757.82,Clothing,East,58.63,133,3.5,"Average product, nothing special",0.016,0.027,873,330.63,0.11,6
2025-01-12,2025-01-12,173,10067.71,Clothing,Central,61.13,173,3.9,"Average product, nothing special",0.029,0.083,959,933.21,0.27,4
2025-01-13,2025-01-13,161,17337.87,Home & Garden,North,103.71,161,1.8,Broke after a week of use,0.047,0.083,980,892.23,0.08,1
2025-01-14,2025-01-14,164,30595.88,Electronics,South,181.05,164,4.6,"Great product, highly recommend!",0.035,0.011,267,189.75,0.11,4
2025-01-15,2025-01-15,121,25392.66,Electronics,Central,206.82,121,2.9,"Product as described, satisfied",0.03,0.048,960,293.26,0.15,5
2025-01-16,2025-01-16,133,24810.31,Home & Garden,North,187.22,133,1.4,Disappointed with the quality,0.034,0.036,244,590.08,0.16,1
2025-01-17,2025-01-17,132,13055.59,Clothing,West,99.21,132,3.9,"Average product, nothing special",0.031,0.046,390,649.35,0.28,5
2025-01-18,2025-01-18,179,44190.34,Electronics,West,257.31,179,5.0,Mediocre at best,0.048,0.017,940,426.82,0.25,3
2025-01-19,2025-01-19,172,22000.33,Home & Garden,Central,134.16,172,3.4,Okay product but overpriced,0.017,0.041,413,522.15,0.1,1
2025-01-20,2025-01-20,141,9588.44,Electronics,West,65.05,141,1.5,Poor customer service experience,0.048,0.076,673,680.75,0.25,1
2025-01-21,2025-01-21,145,21796.05,Home & Garden,South,145.48,145,1.3,"Average product, nothing special",0.038,0.058,441,406.25,0.19,6
2025-01-22,2025-01-22,134,21674.83,Home & Garden,North,168.45,134,1.2,Broke after a week of use,0.012,0.044,403,746.14,0.22,1
2025-01-23,2025-01-23,154,25756.98,Electronics,West,173.42,154,1.5,"Average product, nothing special",0.048,0.082,262,465.91,0.11,5
2025-01-24,2025-01-24,166,7066.53,Home & Garden,East,43.01,166,2.1,Good value for money,0.025,0.055,408,317.72,0.12,1
2025-01-25,2025-01-25,161,6224.71,Clothing,Central,38.08,161,4.1,Mediocre at best,0.043,0.054,284,763.5,0.21,2
2025-01-26,2025-01-26,216,3172.07,Books,Central,14.17,216,3.8,Okay product but overpriced,0.048,0.075,271,497.94,0.02,3
2025-01-27,2025-01-27,145,9832.5,Clothing,East,67.17,145,4.5,Mediocre at best,0.012,0.045,242,725.82,0.03,4
2025-01-28,2025-01-28,174,23106.4,Electronics,South,139.51,174,2.8,Good value for money,0.011,0.054,550,389.5,0.04,3
2025-01-29,2025-01-29,160,19473.13,Clothing,Central,120.62,160,1.8,Poor customer service experience,0.021,0.025,324,302.4,0.16,4
2025-01-30,2025-01-30,145,2666.3,Books,North,17.82,145,3.2,Good value for money,0.02,0.034,135,374.9,0.22,1
2025-01-31,2025-01-31,186,68105.99,Electronics,East,367.8,186,3.8,"Product as described, satisfied",0.026,0.024,458,621.97,0.28,1
2025-02-01,2025-02-01,200,15087.04,Home & Garden,South,79.21,200,2.3,"Product as described, satisfied",0.043,0.06,505,356.97,0.09,3
2025-02-02,2025-02-02,173,41526.14,Sports,East,242.62,173,4.4,Amazing! Will buy again,0.027,0.06,307,769.15,0.16,5
2025-02-03,2025-02-03,183,8298.44,Clothing,North,44.03,183,2.4,"Average product, nothing special",0.017,0.01,505,417.19,0.17,2
2025-02-04,2025-02-04,135,11182.71,Sports,West,82.99,135,3.0,Good value for money,0.019,0.034,252,746.61,0.23,3
2025-02-05,2025-02-05,131,15678.35,Clothing,West,114.35,131,4.3,Mediocre at best,0.018,0.027,213,224.54,0.22,3
2025-02-06,2025-02-06,170,20043.26,Clothing,South,115.74,170,1.1,Not worth the price,0.022,0.067,108,129.68,0.26,5
2025-02-07,2025-02-07,180,63474.47,Electronics,Central,359.58,180,1.1,Poor customer service experience,0.047,0.041,195,542.67,0.23,2
2025-02-08,2025-02-08,231,35667.27,Electronics,Central,159.22,231,3.3,"Product as described, satisfied",0.047,0.023,973,952.73,0.27,2
2025-02-09,2025-02-09,226,25754.57,Clothing,East,117.72,226,4.1,Best purchase this year,0.024,0.026,479,814.45,0.14,4
2025-02-10,2025-02-10,160,7248.17,Toys,West,45.92,160,2.6,Good value for money,0.038,0.094,588,791.56,0.03,2
2025-02-11,2025-02-11,151,3570.12,Home & Garden,North,23.6,151,1.1,Would not recommend to others,0.021,0.056,615,933.18,0.19,3
2025-02-12,2025-02-12,146,5820.61,Books,North,41.4,146,3.7,Okay product but overpriced,0.032,0.081,764,662.69,0.3,4
2025-02-13,2025-02-13,139,60387.9,Electronics,North,422.72,139,4.8,Love it! Perfect for my needs,0.038,0.064,514,427.97,0.11,4
2025-02-14,2025-02-14,134,14275.78,Clothing,Central,106.6,134,4.2,Amazing! Will buy again,0.029,0.058,794,695.14,0.12,6
2025-02-15,2025-02-15,140,66335.89,Electronics,Central,497.98,140,4.6,Love it! Perfect for my needs,0.02,0.076,829,873.09,0.3,2
2025-02-16,2025-02-16,174,5505.89,Clothing,West,30.58,174,2.5,Okay product but overpriced,0.034,0.055,681,975.6,0.02,4
2025-02-17,2025-02-17,133,17837.72,Sports,North,133.31,133,2.3,"Average product, nothing special",0.016,0.086,569,939.95,0.24,5
2025-02-18,2025-02-18,149,37620.0,Electronics,North,242.52,149,1.7,Poor customer service experience,0.021,0.057,337,288.88,0.18,1
2025-02-19,2025-02-19,174,38054.23,Electronics,South,217.51,174,2.7,"Average product, nothing special",0.033,0.043,942,149.41,0.2,6
2025-02-20,2025-02-20,125,8481.33,Sports,West,66.41,125,1.3,Broke after a week of use,0.042,0.075,756,190.22,0.22,5
2025-02-21,2025-02-21,144,4884.88,Sports,East,34.36,144,1.6,Would not recommend to others,0.032,0.093,452,860.46,0.0,2
2025-02-22,2025-02-22,213,40405.96,Electronics,West,197.67,213,3.4,Good value for money,0.028,0.094,210,290.83,0.01,3
2025-02-23,2025-02-23,201,89745.35,Electronics,South,441.46,201,3.1,Good value for money,0.014,0.05,999,851.71,0.27,5
2025-02-24,2025-02-24,139,20760.78,Electronics,Central,152.35,139,1.4,Poor customer service experience,0.029,0.071,887,774.3,0.28,1
2025-02-25,2025-02-25,159,53906.37,Electronics,Central,347.6,159,2.3,Okay product but overpriced,0.021,0.056,496,561.19,0.2,3
2025-02-26,2025-02-26,155,19810.2,Electronics,West,124.79,155,4.0,"Great product, highly recommend!",0.037,0.031,629,613.62,0.15,4
2025-02-27,2025-02-27,164,19192.61,Home & Garden,East,121.78,164,4.0,"Average product, nothing special",0.015,0.016,978,961.29,0.02,3
2025-02-28,2025-02-28,176,49367.98,Electronics,East,268.41,176,3.5,"Product as described, satisfied",0.024,0.064,380,918.84,0.26,4
2025-03-01,2025-03-01,149,27978.34,Electronics,North,182.03,149,2.8,"Product as described, satisfied",0.023,0.052,836,212.15,0.26,6
2025-03-02,2025-03-02,169,4321.71,Books,North,25.9,169,2.3,Shipping was delayed but product is good,0.017,0.065,528,879.13,0.01,4
2025-03-03,2025-03-03,193,23202.95,Clothing,Central,117.53,193,4.7,Best purchase this year,0.023,0.055,112,106.26,0.07,1
2025-03-04,2025-03-04,125,16872.11,Electronics,East,129.67,125,1.0,Not worth the price,0.039,0.024,921,903.52,0.2,5
2025-03-05,2025-03-05,173,88693.39,Electronics,South,493.19,173,3.6,"Average product, nothing special",0.024,0.09,362,606.44,0.03,6
2025-03-06,2025-03-06,167,25917.86,Electronics,North,151.2,167,3.5,"Product as described, satisfied",0.019,0.01,781,986.69,0.24,3
2025-03-07,2025-03-07,179,4713.7,Books,East,26.39,179,2.8,"Product as described, satisfied",0.041,0.057,385,332.34,0.01,4
2025-03-08,2025-03-08,200,23754.85,Electronics,South,116.66,200,4.0,Excellent service and fast delivery,0.03,0.09,942,826.63,0.19,2
2025-03-09,2025-03-09,167,5756.77,Toys,South,34.67,167,1.2,Broke after a week of use,0.049,0.063,601,690.22,0.15,1
2025-03-10,2025-03-10,161,18443.68,Clothing,North,111.68,161,1.9,Would not recommend to others,0.019,0.025,434,862.31,0.25,3
2025-03-11,2025-03-11,159,23019.61,Home & Garden,West,149.75,159,4.9,Excellent service and fast delivery,0.035,0.098,403,732.73,0.07,2
2025-03-12,2025-03-12,137,10369.92,Home & Garden,Central,77.53,137,1.1,Poor customer service experience,0.038,0.054,184,254.52,0.03,4
2025-03-13,2025-03-13,125,47458.38,Electronics,West,389.43,125,4.6,Best purchase this year,0.039,0.017,839,543.73,0.25,4
2025-03-14,2025-03-14,155,23400.51,Clothing,Central,149.12,155,2.8,Shipping was delayed but product is good,0.012,0.011,207,684.18,0.17,4
2025-03-15,2025-03-15,206,53253.39,Electronics,East,261.19,206,3.5,"Average product, nothing special",0.041,0.081,567,872.16,0.12,6
2025-03-16,2025-03-16,154,27920.59,Electronics,West,176.1,154,2.7,"Product as described, satisfied",0.019,0.031,911,850.52,0.17,4
2025-03-17,2025-03-17,197,17161.02,Home & Garden,West,90.5,197,2.7,Good value for money,0.024,0.055,511,567.0,0.04,4
2025-03-18,2025-03-18,136,18555.98,Electronics,East,132.95,136,2.7,Okay product but overpriced,0.035,0.075,711,523.45,0.12,3
2025-03-19,2025-03-19,201,17057.3,Clothing,Central,81.8,201,1.7,"Average product, nothing special",0.015,0.067,371,116.71,0.27,2
2025-03-20,2025-03-20,162,6081.82,Books,East,38.7,162,1.9,Disappointed with the quality,0.031,0.025,374,389.32,0.05,2
2025-03-21,2025-03-21,144,5480.27,Clothing,North,37.57,144,4.9,Best purchase this year,0.023,0.021,613,915.72,0.24,4
