"file","line_start","line_end","type","description","test_status","test_file","notes"
"docs/api/core.rst","131","140","yaml","YAML Configuration","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","146","153","python","Error Handling","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/compiler.rst","15","15","inline","Inline code: compile(yaml_content)","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","16","16","inline","Inline code: compile_file(file_path)","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","22","26","python","- ``compile_file(file_path)`` - Compile YAML file to Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","33","33","inline","Inline code: validate(pipeline_dict)","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","34","34","inline","Inline code: get_schema()","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","42","42","inline","Inline code: resolve_ambiguity(ambiguity_dict)","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/api/compiler.rst","43","43","inline","Inline code: classify_ambiguity(content)","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","55","64","bash","Installation","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","70","75","bash","Starting Jupyter","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","85","85","inline","Inline code: 01_getting_started.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_57.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","112","130","python","* Create a multi-task workflow with dependencies","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","138","138","inline","Inline code: 02_yaml_configuration.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","165","186","yaml","* Use template variables for dynamic workflows","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","194","194","inline","Inline code: 03_advanced_model_integration.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","221","234","python","* Implement fallback strategies","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","275","291","text","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","310","315","bash","Common Issues and Solutions","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","319","324","python","# Or install JupyterLab","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","328","330","python","# Or install in development mode","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","334","336","python","# Mock models need explicit responses","test_created","tests/snippet_tests_working/test_snippets_batch_58.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","28","40","python","* **Action** - What the task does (e.g., ""generate_text"", ""classify"")","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","48","59","python","~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","71","78","python","* **Local models** (running on your machine)","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","91","97","python","* Handles task dependencies","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","105","115","python","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","123","126","text","~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","136","150","python","~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","165","171","python","4. **Executes** tasks in dependency order","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","184","191","python","* **Requirements** - What the task needs","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","202","209","python","Retry Strategies","test_created","tests/snippet_tests_working/test_snippets_batch_59.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","215","220","python","Circuit Breakers","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","226","232","python","Fallback Models","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","243","250","python","Checkpointing","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","256","258","python","Recovery","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","266","283","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","288","294","python","- extract","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","303","310","python","Resource Management","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","316","323","python","Parallel Execution","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","329","336","python","Caching","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","13","39","python","-------------------","test_created","tests/snippet_tests_working/test_snippets_batch_60.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","47","86","python","-------------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","94","120","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","125","133","python","- story","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","141","155","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","163","176","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","184","194","python","---------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","202","214","python","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/installation.rst","26","27","bash","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/installation.rst","37","40","bash","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/installation.rst","56","57","bash",".. tab:: Docker Support","test_created","tests/snippet_tests_working/test_snippets_batch_61.py","Working test created with basic validation"
"docs/getting_started/installation.rst","64","65","bash",".. tab:: Database Support","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","72","73","bash",".. tab:: All Features","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","81","92","python","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","105","113","bash","~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","121","129","bash","~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","137","139","bash","~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","147","147","inline","Inline code: pip install --user py-orc","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","150","150","inline","Inline code: python --version","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","157","166","bash","**Missing Dependencies**","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/installation.rst","172","174","bash","**Docker Issues**","test_created","tests/snippet_tests_working/test_snippets_batch_62.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","24","46","python","-------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","54","88","python","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","96","114","python","-----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","122","143","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","151","181","python","---------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","189","214","python","-----------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","222","255","yaml","--------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","260","281","python","- analyze_themes","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","289","313","python","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","321","351","python","--------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_63.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","359","474","python","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_64.py","Working test created with basic validation"
